HID_STRG,FROM,TO,OLDLITH,DRILLLOG,COMMENTS,LITH_1,Lith_grouped,Lith_select
SC91-02,7.7,9.3,WACK,"fine grained, black, clastic, massive to weakly foliated, patchy minor sericite alteration (15%), unit is very well mineralized with sp and py -> occur as bands parallel tc.a. up to 3cm wide; hairline fractures have occurred after mineralization with dextral movement,; trace chalco occurs as small blebs w/ sulphide bands",,WACK,Greywacke,
SC91-02,9.3,15.9,ANTF,"fine grained, pale to dark smokey grey, well laminated to massive, aminae very from 1mmto 5cm in width and are contorted with an avg of 25 degrees t.c.a.; majority of primary structure has been destroyed by high degree of silicification, ser/chl alteration and sulphide mineralization",,ANTF,,
SC91-02,15.9,17.4,FELS,"aphanitic, smoky grey, massive, upper and lower contacts @ 20 and 30 respectively, unit consists entirely of silica with chl/ser alt @ contacts, weak lineament @ 20 t.c.a. Is evident throughout the unit, pyrite is the only visible sulphide as sub-parallel stringers (20) and diss grains",,FELS,,
SC91-02,17.4,21.4,ANTF,"fine grained, dark grey, well laminated, laminae are well preserved throughout most of the unit @ 20 degrees t.c.a., chl/ser mod developed and is ubiquitous, silicified from 18.6-19.0, minor bands of pyrite with trace grains of cpy",,ANTF,,
SC91-02,18.1,18.5,ANDS,"massive, fine grained, pale beige, undivided homogenous unit",,ANDS,,
SC91-02,21.4,23.6,ANTF,"fine grianed, dark grey laminated @ 40 degrees t.c.a., however contorted beds are common as is alteration within some laminae, py is <1% as diss grains, upper contact @ 25 t.c.a. - lower @ 35 degrees tc.a.",,ANTF,,
SC91-02,23.6,25.5,FELS,"very fine grained; pake grey massive, entire unit exhibits well develioed ubiquitous sericitic alteration, minor carbonate -> on ewell developed veinelt @ 25.2  weak lineament @ 35 locally, trace diss py, upper contact @ 35 degrees; lower contact 25 degrees",,FELS,,
SC91-02,25.5,29.0,ANTF,"fine grained dark to pale grey, laminated to thick beds @ 20 degrees t.c.a. ; pervasive sericite alteration with patchy silicification, well developed pyrite from 26.4-27.4m up to 20% diss grains with associated silification, lower contact @ 10 degrees t.c.a.",,ANTF,,
SC91-02,29.0,29.8,WACK,"fine grained, black, contains <15% lapilli; contains 5% qtz/carb veinelts parallel @ 10 degrees t.c.a. -> 1% qtz veinlets 5-10 degrees t.c.a.; entire unit has moderate carbonate alteration; lower contact @ 5 degrees t.c.a.",,WACK,Greywacke,
SC91-02,29.8,31.3,ANTF,"same as 25.5-29.0m; upper contact @ 5, lower contact @ 5 degrees t.c.a.; <1% diss py",,ANTF,,
SC91-02,31.3,33.2,FELS,"aphanitic, light smoky grey, massive to weakly laminated; highly siliceous unit with minor ser/chl alteration as wispy stringers; weak laminations @ 15-20 degrees t.c.a. as are wispy wispy stringers of py (2-4%), qtz veinlets (5%) are barren and sub parallel tca. -> lower contact @ 5 degrees t.c.a.",,FELS,,
SC91-02,33.2,36.9,ANTF,"fine grained, pale to dark grey, except for patchy silicification unit has well preserved laminae @ 15 t.c.a.; sericitte alteration is pervasive; patch of silification occurs from 34.4-34.9m; high degree of sulphide mineralization (sph + py) is bedding controlled except within silicification where anestomosing sp stringers occur -> co occurs as exsolved patches",,ANTF,,
SC91-02,36.9,42.1,ANTF,"fine grained, pale to dark grey, well preserved laminae @ 25 degrees t.c.a., ubiquitous ser alteration -> patchy due to varying amounts, minor qtz veining; minor wacke member 41.4-41.8; localized patch of bedding controlled sp @ 39.8-40.0; not present anywhere else",,ANTF,,
SC91-03,0.0,0.6,CSG,,,CSG,,
SC91-03,0.6,12.6,ANTF,"fine grained dark mottled grey, planar to contorted laminae, varies from ash to lapilli size fragments, laminae (where planar) avg from 10-25  degrees t.c.a.-> majority of beds contorted/kinked; sericite alteration common throughout the unit in varying amounts (weak-mod-high) 10%; silicification is alos common in large patches (10%), both alteration assemblages conform to laminae planes, tr diss py; qtz veining (1%) is patchy; highly oxidized @ 5.3-5.4 and 5.7-5.8m ; 8.9-9.0m a clay sericite altered ash horizon occurs with sharp contact @ 35 degrees.",,ANTF,,
SC91-03,12.6,15.8,ANAS,"massive, pale beige grey, fine grained, well developed clay/sericite alteration => pervasive (50-70%), patchy silification (5-10%), bottom of unit contains rounded to sub angular qtz fragments/clasts 2-5mm across, upper contact = 30 = bottom contact",,ANAS,,
SC91-03,15.8,16.5,ANTF,"fine grained, pale to dark grey laminated @ 45 degrees t.c.a.; lapilli tuff, typical ubiquitous sericitic alteration; blebs of qtz veining; sph 5% is controlled by bedding with only minor <1% py; secondary pyrrhotite/cpy/py occurs with x cutting qtz veinlets => selvages are carbonated; bottom contact @ 20 degrees is highly contorted with high degree of sp",,ANTF,,
SC91-03,16.5,17.1,FELS,"very fine grained, light grey, strongly foliated @ 20 dgrees t.c.a. (weakly sheared?), highly siliceous with 20% pervasive sericite, 3-5% diss py parallel to foliation planes, tr cpy @ upper contact; highly fractured along foliation planes",,FELS,,
SC91-03,17.1,19.7,ANTF,"fine to very fine grained, dark greenish grey; laminae @ 20 degrees t.c.a.; qtz vein @ 18-18.15 dm contains sp within selvages and sp/cp within fractures; 25cm of silification, proximal to vein downhole, contains 20% sph with large blebs of cp (1cm across); immediatly next to the silification 10% sp with py occurs in a parallel banding texture as wispy laminations; the rest of the unit to the bottom contact is relatively unaltered with only blebs of parallel to laminations occuring",,ANTF,,
SC91-03,19.7,30.1,FELS,"very fine grained to aphanitic, dark translucent smoky grey, massive to lineated (relic bedding?); unit is very siliceous; contains minor sericite/patchy chlorite; 10% sp with <1% diss cpy occurs from 19.7-29.0 (also tr galena); sp forms as parallel wispy fracture fillings parallel to lineations with associated diss grains of cpy, ga; py is 3% and occurs the same as the sph; minor andesite (chloritic) horizons occur @ 21.6-21.75m and @ 23.7-24.1 a moderately preserved laminated tuff occurs -> also contains parallel bands/patches of sp (5mm wide) a@ lesser py; well developed ga @ 21.0m",,FELS,,
SC91-03,30.1,41.0,ANTF,"fine grained, dark grey, very well lamiated ash-lapilli tuff @ 20 t.c.a.; lamiae are well preserved; alteration is minimal chl/sericite; the top 1.5m of the unit is well silicified with well developed veinlets and large patches of qtz with chl/ser alteration; intermittent sp/cp/py occur from 32.7-37.5m; ~5% sp, <1% cpy, <1% py occurs as wispy parallel stringers of sp with exsolved blebs of cpy and py; laminae are locally contorted where sulphide mineralization occurs",,ANTF,,
SC91-03,41.0,57.6,WACK,"individual units are too numerous and their contacts too gradational to list here, black massive wacke intercalated with clay/sericite altered ash tuff with intermittent laminated, locally contorted, lapilli tuffs; tr py pyrite observed; 3% qtz veining with local mica (53.6m) upper 10m are predominately clastic memebers with interbedded laminated tuffs near the bottom",,WACK,Greywacke,
SC91-04,0.0,2.6,CSG,,,CSG,,
SC91-04,2.6,10.1,ANTF,"light mottled pale grey, beige, fine grained, laminated/bedded @ 35 degrees t.c.a.; lapilli are </= 3mm across; patchy ubiquitous chl/ser alt; 1% qtz veining at random angles contains minor py; <1% py alos diss but not common -> also found in microfractures; lower contact at 40 degrees t.ca.",,ANTF,,
SC91-04,10.1,11.1,WACK,"fine grained, black, massive to weakly foliated @ 40 t.c.a.; 5% of unit is plag feldspar rounded clasts (lapilli?) -> </= 7mm; entire unit carbonated; 5% qtz/carb stringers parallel to foliation",,WACK,Greywacke,
SC91-04,11.1,12.5,ANTF,same as 3.2-10.1,,ANTF,,
SC91-04,12.5,19.2,FELS,"light pale grey, aphanitic to very fine grained, massive to weakly lineated, some intersections contact subrounded fragments of plagic feldspar (3-10mm); lineation @ 45 degrees t.c.a. is exhibited by parallel chloritic stringers and lineation of above feldspars, unit may be related to Q.F.P. encountered in hole SC-91-06; py 2-3% occurs as 1cm wide bands; lower contact @ 25 degrees t.c.a.",,FELS,,
SC91-04,19.2,34.1,ANTF,"fine to med grained, laminated/bedded @ 30, dark grey to reddish brown (sp); laminae is planar to mod contorted; where planar, angles is 30 degrees' alteration consists of patchy silicification and pervasive ser/chl ; lower contact @ 0 degrees, 80-90% of this unit exhibits well developed sp mineralization; where laminae are planar so is sp; mineralization is controlled by bedding, tr diss ga is observed in core",,ANTF,,
SC91-04,34.1,34.5,FELS,"smoky grey, massive aphanitic, 5-10% sericite alteration; 5% pyrite stringers; bottom contact @ 0 degrees t.c.a.",,FELS,,
SC91-04,34.5,34.9,WACK,"black, fine grained, massive; 3-5% lapilli; pervasive and carbonation",,WACK,Greywacke,
SC91-04,34.9,36.3,ANTF,"laminated lapilli tuff fine grained dark mottled grey, lamiae @ 0-5 degrees t.c.a.; ubiquitous ser/chl alteration; top 30cm is silicified; 5-7%  pyrite occurs as diss and clasters; lower contact @ 5 degrees t.c.a.",,ANTF,,
SC91-04,36.3,36.9,WACK,same as 39.5-34.7; lower contact @ 5 degrees t.c.a.,,WACK,Greywacke,
SC91-04,36.9,50.1,ANTF,"fine grained dark grey to mottled beige to black, laminae varies from 10-30 degrees; ubiquitous ser/chl alteration; andesite is typical of above unit (34.9-36.3); beige unit is water-lain ash tuff with ubiquitous ser/clay alt; lower contact @ 20 degrees t.c.a.",,ANTF,,
SC91-04,50.1,59.0,ANTF,"fine grained, dark grey laminated @ 10-50 degrees with contorted beds @ right angles in places; unit contains parallel qtz/carb stringers 5 degrees t.c.a.; lower contact @ 35 degrees; qtz veining is <1% with <1% py",,ANTF,,
SC91-04,59.0,69.8,ANTF/WACK,"same as 36.9-50.1, amount of wacke increases 10%; qtz veining with carbonate selvages and minor chlorite occurs @ 59.8-60.1 within a ash tuff intersection",,ANTF/WACK,,
SC91-05,0.0,1.7,CSG,,,CSG,,
SC91-05,1.7,15.2,ANTF,"dark grey to pale beige, fine grained, foliated/laminated, lower contact 35 degrees, foliation laminae is planar throughout, 10-15% lapilli are moderately stretched along foliation planes and are </= 3mm; sericite alteration is ubiquitous, no visible sulphides; rubbly altered core @ 13.7",,ANTF,,
SC91-05,15.2,22.1,FELS,"aphanitic, pale beige, lineated; exhibited by parallel stringers of chlorite and py @ 40 degrees t.c.a.; sericite alt is ubiquitous; py forms as parallel.sub parallel stringers (</= 2%), lower contact @ 40 degrees",,FELS,,
SC91-05,22.1,30.7,ANTF,"dark grey, fine grained, foliated/laminated @ 40 degrees t.c.a.; only locally deformed laminae; typical chl/ser alteration; locally silicified; contains 10% sp, 3% py, <1% cp; exhibited as parallel bands and stringers; massive bands of sp with brecciated qtz vein, sp not as pervasive here as in upper less silicifed section of unit; lower contact 30 degrees t.c.a.",,ANTF,,
SC91-05,30.7,31.1,FELS,"aphanitic, smoky grey, massive; contains = 15% sp, 3% py occurs as sub-parallel stringers, may be qtz vein",,FELS,,
SC91-05,31.1,31.6,ANTF,same as 22.1-30.7,,ANTF,,
SC91-05,31.6,35.8,FELS,"aphanitic, lgiht smoky grey, massive, 10% clusters of py; py stringers @ random angles = secondary mineralization; minor ser/chl; lower contact @ 10 degrees t.c.a.",,FELS,,
SC91-05,35.8,39.2,ANTF,"fine grained, pale mottled grey/beige, laminated/foliated @ 15-20 degrees, no deformed bedding, lapilli are <3mm and strtched parallel to foliation/laminae, <!% qtz veining, no visible sulphides; lower contact @ 20",,ANTF,,
SC91-05,39.2,42.0,ANTF/WACK,"predominately black massive wacke with minor beds of andesite tuff; qtz veining @ 39.4, 39.6, 40.0, 41.0 occurs with <1% cpy @ 40 degree; weak foliation at 20, tr py",,ANTF/WACK,,
SC91-06,0.0,0.6,CSG,,,CSG,,
SC91-06,0.6,2.1,FELS,"very fine grained, pale greenish grey massive, unit contains qtz veinlets sub parallel t.c.a., x cutting qtz/carb stringers @ random angles, oxidation is common w/ fractures (ground water), tr diss py (lower contact @ 5 degrees)",,FELS,,
SC91-06,2.1,13.5,QFP,"fine grained siliceous matrix supporting 30%  med grained subhedral felspars phenocrysts = 4mm; unit is dark blusih grey ; 10% of unit consists of thin 3mm qtz/carb stringers, they are sub parallel to foliation in unit which may range from 18 degrees t.c.a. to 37 but 30 is average",,QFP,,
SC91-06,13.5,16.5,ANTF,"fine grained, dark gery to light pale beige, two intersections of ash tuff within laminated andesite lapilli tuff, lower contacts @ 40-45 degrees t.c.a.a respectively, dark grey andesite tuff has planar to contorted laminae ranging from 40-85 degrees t.c.a.; carbonate alteration is pervasive throughout unit, sericite/chlorite, pervasive in ash tuff intersections, 2% qtz/carb stringers controted/ random angles occur throughout; ash tuff contains 5-10% round qtz clasts/fragments; lower contacts @ 45 degrees",,ANTF,,
SC91-06,16.5,54.0,ANTF,"fine grained, dark to light grey, laminated @ 35-40 degrees t.c.a., contains small <10cm bands of more chloritic alterations, strongly silicified from 16.5-18.7m, lapilli are subrounded and weakly stretched paralllel and within laminae planes, 3-5% py occurs as diss, small clusters and wispy laminations within laminae plane, laminated @ 18.8-21.2m, strongly deformed; unit is very weakly magnetic, sporadically in the middle of the unit; sulphides is poor with 5% sp + cp+po occuring @ 38.7-40.0 as diss grains, blebs and stringers controlled by bedding planes",,ANTF,,
SC91-06,54.0,55.7,ANAS,"fine grained, weakly to mod foliated @ 20, pale beige; sericite alteration is ubiquitous; tr diss cp; unit does contain very small lapilli which are rounded; 1-2% qtz/carb stringers parallel to foliation",,ANAS,,
SC91-06,55.7,58.5,ANTF,same as 18.7-54.0,,ANTF,,
SC91-06,58.5,64.6,FELS,"light smoky grey, very fine grained, weakly foliated @ 30 degrees; chlorite is <5% and occurs as fine grained blebs (1-2mm) diss foliation planes, py as tr diss, lower planes",,FELS,,
SC91-06,64.6,72.6,ANTF,"fine grained, dark grey to almost black, unit is foliated/laminated @ 30 degrees; laminae beds exhibit carbonate alteration expecially where deformed minor wacke units occur @ erratic angles (<10cm wide); lower contact @ 50 degrees",,ANTF,,
SC91-06,72.6,79.0,FELS,"very fine grained to fine grained, light pale grey, massive to weakly banded @ 40 degrees; minor sericite alteration 5%, 1% patchy qtz veining @ subparallel angles to noted bandings contains 1% py cluster and 5% chlorite needless",,FELS,,
SC91-07,0.0,11.7,CSG,,,CSG,,
SC91-07,11.7,65.5,ANTF,"very dark grey, fine grained, foliated/weakly laminated throughout; lapilli constitute 20-30% of unit; 1-7mm c-axis; exhibit weak to moderate alteration to carbonate; matrix contains weak to mod ubiquitous chlorite alteration and only rarely carbaonte alteartion; planar qtz/carb veinlets = 3-5% of unit; patches of diss py occur but is only 1% unit; lower contact is @ 58 t.c.a. and is almost @ right angles to foliation",,ANTF,,
SC91-07,65.5,66.8,DYKE,"massive, dark greenish black, med grained, weakly magnetic, contains 5% eugedral felspar altered to carbonate and 25% euhedral biotite",,DYKE,Dykes,
SC91-07,66.8,137.8,ANTF,exact same as 11.7-65.5,,ANTF,,
SC91-07,137.8,140.2,DYKE,"fine grained mafic dyyke with 5% phenocrysts of feldspar, trace euhedral pyrite, very weak magnetic",,DYKE,Dykes,
SC91-07,140.2,149.1,ANTF,same as above units,,ANTF,,
SC91-08,0.0,2.4,CSG,,,CSG,,
SC91-08,2.4,8.1,ANTF,"fine grained, dark to light grey, laminated @ 15 though commonly deformed, ~40% of unit, lapilli are rounded and weakly to moderate stretched along foliation/lamination planes; carbonate alteration is common but not ubiquitous -> it is best exhibited @ 6-7m as contorted bands 2-6mm wide; lapilli may or may not be altered to carbonate; chlorite alteration is pervasive within the finer grained dark grey matrix; 1% of the unit contains 1cm wide qtz veinelts 5-35 t.c.a.; two fractures have been intensely altered clay; py as 3-5% of the unit and occurs either as diss or bands parallel to laminations/foliations",,ANTF,,
